NC_030599.1 Prunus pseudocerasus voucher PSEUDO20160226 chloroplast, complete genome
NC_031163.1 Malus prunifolia voucher MPRUN20160302 chloroplast, complete genome
NC_032038.1 Rosa roxburghii chloroplast, complete genome
NC_033975.1 Sorbus torminalis chloroplast, complete genome
NW_007362476.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362475.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362474.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362473.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362472.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362471.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362470.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362469.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362466.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362464.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362463.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362462.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362461.1 Prunus mume isolate 4 linkage group LG8 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362459.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362458.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362457.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362456.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362455.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362454.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362453.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362452.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362451.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362450.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362443.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362439.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362438.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362437.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362436.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362435.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362434.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362433.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362432.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362431.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362430.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362429.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362428.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362426.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362425.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362424.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362423.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362422.1 Prunus mume isolate 4 linkage group LG7 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362421.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362420.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362419.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362418.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362417.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362416.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362415.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362413.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362412.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362410.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362409.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362408.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362406.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362405.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362404.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362403.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362402.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362401.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362400.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362399.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362398.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362397.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362396.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362395.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362394.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362393.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362392.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362391.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362390.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362389.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362388.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362387.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362386.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362383.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362381.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362380.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362379.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362378.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362376.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362374.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362373.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362372.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362371.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362370.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362369.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362366.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362365.1 Prunus mume isolate 4 linkage group LG6 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362364.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362363.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362362.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362360.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362359.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362358.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362357.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362356.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362355.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362354.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362353.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362351.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362350.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362349.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362348.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362347.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362346.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362344.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362343.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362341.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362340.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362339.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362338.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362337.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362336.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362334.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362333.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362331.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362330.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362329.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362328.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362327.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362325.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362324.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362323.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362322.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362321.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362320.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362319.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362318.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362313.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362312.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362311.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362308.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362302.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362300.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362299.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362296.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362294.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362292.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362291.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362290.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362289.1 Prunus mume isolate 4 linkage group LG5 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362288.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362287.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362286.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362285.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362284.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362283.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362281.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362280.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362279.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362278.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362277.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362276.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362273.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
NW_007362270.1 Prunus mume isolate 4 linkage group LG4 genomic scaffold, P.mume_V1.0, whole genome shotgun sequence
